player_id,churn_probability,risk_tier
PSN-00794,1.3338183851259849e-05,Low Risk
PSN-00795,7.509005476296882e-06,Low Risk
PSN-00796,9.700669964935778e-06,Low Risk
PSN-00797,9.201930232290552e-06,Low Risk
PSN-00798,0.9268141188037715,Critical
PSN-00800,1.6447520056169783e-05,Low Risk
PSN-00801,8.211899564953451e-06,Low Risk
PSN-00802,2.273472349163429e-05,Low Risk
PSN-00803,1.2978636042465397e-05,Low Risk
PSN-00804,2.7536248141515347e-05,Low Risk
PSN-00805,8.033870402884646e-07,Low Risk
PSN-00806,1.054327502028069e-05,Low Risk
PSN-00807,1.2379308489955973e-05,Low Risk
PSN-00808,1.4921702613570247e-05,Low Risk
PSN-00810,6.022020585097188e-07,Low Risk
PSN-00811,7.555992111277631e-06,Low Risk
PSN-00812,4.040125278440128e-05,Low Risk
PSN-00816,0.9725872163867643,Critical
PSN-00817,1.0993195498928843e-05,Low Risk
PSN-00818,8.467115278192511e-06,Low Risk
PSN-00819,1.3792956429801681e-05,Low Risk
PSN-00820,4.340084750421631e-06,Low Risk
PSN-00821,5.233755775923784e-06,Low Risk
PSN-00824,0.9668862392719663,Critical
PSN-00825,9.696794912938486e-06,Low Risk
PSN-00826,1.49466077446601e-05,Low Risk
PSN-00827,7.226461835440776e-06,Low Risk
PSN-00829,2.362349356676571e-05,Low Risk
PSN-00830,0.9999735078901247,Critical
PSN-00831,1.3883793932480494e-05,Low Risk
PSN-00833,7.605679910896715e-06,Low Risk
PSN-00835,6.670124714364443e-06,Low Risk
PSN-00836,1.3953143147268143e-05,Low Risk
PSN-00837,0.9993115185408188,Critical
PSN-00838,8.719896438174964e-07,Low Risk
PSN-00839,2.1957919134103036e-05,Low Risk
PSN-00840,1.055540260551161e-05,Low Risk
PSN-00841,3.190579665795954e-05,Low Risk
PSN-00842,9.182739531782796e-06,Low Risk
PSN-00843,1.5158782466545687e-05,Low Risk
PSN-00846,7.588748018299847e-06,Low Risk
PSN-00847,0.9998799417597026,Critical
PSN-00849,2.7576126136115687e-05,Low Risk
PSN-00850,8.845766135942223e-06,Low Risk
PSN-00851,1.4934403280115695e-05,Low Risk
PSN-00853,0.5318415911659647,High Risk
PSN-00854,1.0011000174248936e-05,Low Risk
PSN-00856,0.9838043955866557,Critical
PSN-00857,0.9998039871227409,Critical
PSN-00862,1.3714503977992395e-05,Low Risk
PSN-00863,9.473334871236698e-06,Low Risk
PSN-00864,1.0321435760807461e-05,Low Risk
PSN-00865,0.9745482508757254,Critical
PSN-00866,7.715189410916117e-05,Low Risk
PSN-00867,3.5447969114849952e-06,Low Risk
PSN-00868,1.6281932631544057e-05,Low Risk
PSN-00870,1.0129845686129324e-05,Low Risk
PSN-00871,1.6656499436637664e-05,Low Risk
PSN-00872,1.5837888297980245e-05,Low Risk
PSN-00873,7.684038061294359e-06,Low Risk
PSN-00874,0.1793178956994174,Medium Risk
PSN-00876,8.197838284398636e-06,Low Risk
PSN-00877,1.547285961300411e-05,Low Risk
PSN-00878,1.0508912314204342e-05,Low Risk
PSN-00881,9.4663493696263e-06,Low Risk
PSN-00883,1.5479169304111138e-05,Low Risk
PSN-00884,2.996645589748874e-05,Low Risk
PSN-00885,0.9736215343545436,Critical
PSN-00886,9.238985849724035e-07,Low Risk
PSN-00887,1.4671899965034083e-05,Low Risk
PSN-00889,6.625522308480772e-06,Low Risk
PSN-00890,0.9800061323616156,Critical
PSN-00891,1.1989700437083077e-05,Low Risk
PSN-00892,2.7966191592660112e-05,Low Risk
PSN-00893,2.3091735309112285e-06,Low Risk
PSN-00894,6.37147233384036e-06,Low Risk
PSN-00895,0.8910674897904926,Critical
PSN-00898,0.979408888232293,Critical
PSN-00899,0.9999360000863053,Critical
PSN-00900,3.0310070336957588e-05,Low Risk
PSN-00901,9.719945376558732e-06,Low Risk
PSN-00902,0.9994809019327886,Critical
PSN-00904,3.2701254214451916e-05,Low Risk
PSN-00905,6.3644213020245605e-06,Low Risk
PSN-00907,8.125917407982277e-06,Low Risk
PSN-00908,1.9014777345097164e-05,Low Risk
PSN-00909,4.431687879784951e-06,Low Risk
PSN-00914,7.040741950009056e-06,Low Risk
PSN-00915,1.0797918235200842e-05,Low Risk
PSN-00916,7.89686815290868e-06,Low Risk
PSN-00917,0.9999127982270788,Critical
PSN-00918,1.0088569850428032e-05,Low Risk
PSN-00919,8.914299792207279e-06,Low Risk
PSN-00920,0.91982199557489,Critical
PSN-00923,1.5332859406073776e-05,Low Risk
PSN-00924,1.0000017735807684e-05,Low Risk
PSN-00925,1.103389398198937e-05,Low Risk
PSN-00926,1.5840778272786543e-05,Low Risk
PSN-00927,0.9200504627097139,Critical
PSN-00928,1.369113454944931e-05,Low Risk
PSN-00930,1.0189696216694644e-05,Low Risk
PSN-00932,0.9517968047052439,Critical
PSN-00933,0.9557449675364192,Critical
PSN-00934,1.4487519385888968e-05,Low Risk
PSN-00935,3.5033723181064673e-06,Low Risk
PSN-00936,1.731524615021971e-05,Low Risk
PSN-00937,7.325175803388035e-06,Low Risk
PSN-00938,3.447306214732482e-05,Low Risk
PSN-00939,1.874062441902282e-06,Low Risk
PSN-00940,1.9331872139679335e-05,Low Risk
PSN-00942,0.9803889444019596,Critical
PSN-00943,7.59685025867255e-06,Low Risk
PSN-00944,1.2449371045541242e-05,Low Risk
PSN-00945,6.562522778780347e-06,Low Risk
PSN-00947,7.427149379310847e-05,Low Risk
PSN-00950,2.1822459418220425e-05,Low Risk
PSN-00952,0.9999773855911868,Critical
PSN-00953,2.3426657885921395e-05,Low Risk
PSN-00954,6.724708479793491e-06,Low Risk
PSN-00955,0.6005248098327742,Critical
PSN-00959,0.9998399688396102,Critical
PSN-00960,1.4373696562077328e-05,Low Risk
PSN-00961,1.5353577388792712e-05,Low Risk
PSN-00962,1.0066805529341216e-05,Low Risk
PSN-00968,1.4060256077278266e-05,Low Risk
PSN-00969,1.0535484329064579e-05,Low Risk
PSN-00970,1.1183509810019434e-06,Low Risk
PSN-00972,6.334264679689002e-06,Low Risk
PSN-00974,2.092070568015844e-05,Low Risk
PSN-00975,0.9143314749012253,Critical
PSN-00976,2.056596963246548e-05,Low Risk
PSN-00977,1.4621384182256227e-05,Low Risk
PSN-00978,1.5667809713729898e-05,Low Risk
PSN-00982,0.9674013431750882,Critical
PSN-00983,1.598829108963611e-05,Low Risk
PSN-00984,8.373836481636789e-06,Low Risk
PSN-00985,0.9330586538739771,Critical
PSN-00986,1.9490760854609525e-05,Low Risk
PSN-00987,5.168937789053207e-06,Low Risk
PSN-00990,8.501374439599908e-06,Low Risk
PSN-00993,7.231208327405035e-06,Low Risk
PSN-00994,0.9590297079698227,Critical
PSN-00996,0.9999586682770467,Critical
PSN-00997,1.2339683696278794e-05,Low Risk
PSN-00998,1.2596416463777087e-05,Low Risk
PSN-00999,1.2361522739449833e-05,Low Risk
PSN-01000,1.977731303409187e-05,Low Risk
PSN-01001,1.8242436200294556e-05,Low Risk
PSN-01002,1.2087628409891274e-06,Low Risk
PSN-01004,0.9999205053715547,Critical
PSN-01005,2.475177225289046e-05,Low Risk
PSN-01006,0.9996118745013371,Critical
PSN-01007,2.0878338604468665e-05,Low Risk
PSN-01008,0.009842175805759731,Low Risk
PSN-01010,2.2071272661664744e-05,Low Risk
PSN-01011,1.5698601707132766e-05,Low Risk
PSN-01012,1.0655099562866241e-05,Low Risk
PSN-01013,1.039838122292786e-05,Low Risk
PSN-01015,1.554638554642556e-05,Low Risk
PSN-01016,2.698665664611648e-05,Low Risk
PSN-01017,0.33846305742308,Medium Risk
PSN-01018,8.160384135624456e-06,Low Risk
PSN-01019,8.223621008110033e-06,Low Risk
PSN-01021,0.9995871667571513,Critical
PSN-01022,0.660331528617083,Critical
PSN-01023,0.9142951227627212,Critical
PSN-01024,1.0514652608843704e-05,Low Risk
PSN-01025,1.006825544421148e-05,Low Risk
PSN-01026,0.0001326756347827794,Low Risk
PSN-01028,7.447870146754811e-06,Low Risk
PSN-01032,8.359886604391103e-06,Low Risk
PSN-01033,0.999801033995864,Critical
PSN-01034,1.0791485274799357e-05,Low Risk
PSN-01035,6.9303859409097e-06,Low Risk
PSN-01036,2.9257173991622184e-05,Low Risk
PSN-01038,8.42709172293463e-06,Low Risk
PSN-01039,9.49216620273457e-06,Low Risk
PSN-01040,6.535483848154753e-06,Low Risk
PSN-01041,2.0135054875941627e-05,Low Risk
PSN-01044,1.972566860480025e-05,Low Risk
PSN-01045,1.5243778023786726e-05,Low Risk
PSN-01046,1.4571185165688887e-05,Low Risk
PSN-01047,7.653174272945692e-06,Low Risk
PSN-01048,0.9918373569849538,Critical
PSN-01051,1.7468572944960335e-05,Low Risk
PSN-01052,1.0738434688525439e-05,Low Risk
PSN-01053,1.7840458248157517e-05,Low Risk
PSN-01054,1.4930253657104535e-05,Low Risk
PSN-01055,4.228938281181775e-06,Low Risk
PSN-01056,0.6976257388984672,Critical
PSN-01057,8.469013010416319e-06,Low Risk
PSN-01058,1.1714005203958573e-05,Low Risk
PSN-01059,1.151406047633208e-05,Low Risk
PSN-01060,7.286449951343526e-06,Low Risk
PSN-01061,1.8939935942087297e-05,Low Risk
PSN-01062,2.6496207713301778e-05,Low Risk
PSN-01063,5.8526132040590343e-05,Low Risk
PSN-01064,4.6418858304239764e-06,Low Risk
PSN-01065,2.381454890736804e-05,Low Risk
PSN-01066,1.9081576299768333e-05,Low Risk
PSN-01068,0.9476033798111598,Critical
PSN-01069,9.897348440861556e-06,Low Risk
PSN-01070,0.0835271706048265,Low Risk
PSN-01071,1.5354985443692494e-05,Low Risk
PSN-01072,1.4252925083375464e-05,Low Risk
PSN-01073,0.9999647385037371,Critical
PSN-01074,0.5809313154108756,High Risk
PSN-01075,1.771684329275918e-05,Low Risk
PSN-01078,1.797578963123703e-05,Low Risk
PSN-01079,0.9954277225881485,Critical
PSN-01080,1.471003303825366e-05,Low Risk
PSN-01081,0.3956169406636387,High Risk
PSN-01083,0.9926208818236907,Critical
PSN-01084,7.570571207622962e-06,Low Risk
PSN-01085,0.9994918160357605,Critical
PSN-01087,0.9998091943055382,Critical
PSN-01089,3.0550714295175136e-06,Low Risk
PSN-01091,1.5070468372256413e-05,Low Risk
PSN-01092,9.252087889049612e-06,Low Risk
PSN-01093,1.001552490586316e-05,Low Risk
PSN-01094,1.2403211583945043e-05,Low Risk
PSN-01097,7.716002572816619e-05,Low Risk
PSN-01099,1.5336172707815938e-05,Low Risk
PSN-01100,0.9999779593789612,Critical
PSN-01102,3.419302184283752e-05,Low Risk
PSN-01104,8.943162843680786e-06,Low Risk
PSN-01105,1.595837065970404e-05,Low Risk
PSN-01106,1.1997119893223727e-05,Low Risk
PSN-01107,1.5468134786472715e-05,Low Risk
PSN-01108,1.6765878450172205e-05,Low Risk
PSN-01110,0.9999555674005394,Critical
PSN-01111,1.0925377079641728e-05,Low Risk
PSN-01112,1.5354985443692494e-05,Low Risk
PSN-01114,2.557689597129474e-05,Low Risk
PSN-01115,9.296929289597266e-06,Low Risk
PSN-01116,1.0520802116016287e-05,Low Risk
PSN-01120,1.4849810373483e-06,Low Risk
PSN-01121,1.1091895270080503e-05,Low Risk
PSN-01123,1.2536889563619779e-05,Low Risk
PSN-01124,2.0398583606074396e-05,Low Risk
PSN-01125,1.4885933306166804e-05,Low Risk
PSN-01126,2.902331172355121e-06,Low Risk
PSN-01127,1.077887506701921e-05,Low Risk
PSN-01128,1.5109092378302863e-05,Low Risk
PSN-01129,3.108814055302916e-05,Low Risk
PSN-01130,1.2217707810828576e-05,Low Risk
PSN-01131,1.0292973596465865e-05,Low Risk
PSN-01132,9.976310231723414e-06,Low Risk
PSN-01135,1.917385839731658e-05,Low Risk
PSN-01136,7.989772195139435e-06,Low Risk
PSN-01137,1.1531236990460058e-05,Low Risk
PSN-01138,8.744032889775052e-06,Low Risk
PSN-01140,1.2260609950375936e-05,Low Risk
PSN-01143,4.505153521291015e-05,Low Risk
PSN-01144,0.9981539450270247,Critical
PSN-01145,1.5198184727088915e-05,Low Risk
PSN-01146,9.226103691671819e-06,Low Risk
PSN-01148,0.9999574828063,Critical
PSN-01149,3.606156253638976e-05,Low Risk
PSN-01150,1.4091434907939522e-05,Low Risk
PSN-01151,1.4244574575324393e-05,Low Risk
PSN-01152,9.617931848794276e-06,Low Risk
PSN-01153,1.3230313697989894e-05,Low Risk
PSN-01155,9.189101229685702e-06,Low Risk
PSN-01157,1.3613636088516327e-05,Low Risk
PSN-01159,3.064762173151104e-05,Low Risk
PSN-01160,1.808327260199021e-05,Low Risk
PSN-01162,7.564029268368707e-05,Low Risk
PSN-01163,9.0078980848285e-06,Low Risk
PSN-01164,5.837684545922454e-06,Low Risk
PSN-01166,8.903220119737346e-06,Low Risk
PSN-01167,9.737083525226291e-06,Low Risk
PSN-01168,0.999945529986182,Critical
PSN-01169,9.782094348181434e-06,Low Risk
PSN-01170,1.8759447102668197e-05,Low Risk
PSN-01171,0.9995138988064345,Critical
PSN-01172,8.82747000555354e-06,Low Risk
PSN-01173,4.634966318228875e-06,Low Risk
PSN-01177,1.3427571808837423e-06,Low Risk
PSN-01181,1.71894116264156e-05,Low Risk
PSN-01182,8.553301158493604e-06,Low Risk
PSN-01186,1.875617382850195e-05,Low Risk
PSN-01187,2.8841731686416144e-05,Low Risk
PSN-01188,9.225030551920718e-06,Low Risk
PSN-01189,2.692390329398489e-05,Low Risk
PSN-01190,2.0096188771307707e-05,Low Risk
PSN-01191,0.9999561026081176,Critical
PSN-01192,0.9886303428804653,Critical
PSN-01193,1.127159369334451e-05,Low Risk
PSN-01194,6.968370459974163e-05,Low Risk
PSN-01195,1.4581387481579881e-05,Low Risk
PSN-01196,1.310727269228917e-05,Low Risk
PSN-01197,1.0706867230474794e-05,Low Risk
PSN-01199,0.9755140187942973,Critical
PSN-01200,0.9059480022696941,Critical
PSN-01202,0.9699447080162005,Critical
PSN-01204,1.2434969837761015e-05,Low Risk
PSN-01205,3.467499550555693e-06,Low Risk
PSN-01208,2.5817093326056105e-05,Low Risk
PSN-01210,0.9997405641823016,Critical
PSN-01211,1.5420505215399827e-05,Low Risk
PSN-01212,0.9999339157554503,Critical
PSN-01213,1.1968158970403103e-05,Low Risk
PSN-01216,4.9727290108235674e-06,Low Risk
PSN-01217,4.965786011192338e-06,Low Risk
PSN-01219,1.3999312727547542e-05,Low Risk
PSN-01220,9.81257431375211e-06,Low Risk
PSN-01225,0.9875008956034014,Critical
PSN-01226,6.617961762063843e-06,Low Risk
PSN-01227,7.220390656550559e-06,Low Risk
PSN-01229,1.3146559675281532e-05,Low Risk
PSN-01231,5.4515077783432375e-06,Low Risk
PSN-01232,7.390238768592659e-06,Low Risk
PSN-01233,1.628137658356169e-05,Low Risk
PSN-01234,5.676068408798393e-06,Low Risk
PSN-01235,7.402861354225817e-06,Low Risk
PSN-01236,8.45011419880027e-06,Low Risk
PSN-01237,1.984044449440516e-05,Low Risk
PSN-01238,5.6042775363530074e-06,Low Risk
PSN-01239,1.4379318003142513e-05,Low Risk
PSN-01240,0.9848691363592388,Critical
PSN-01241,9.998169213929098e-06,Low Risk
PSN-01242,0.5234466999578675,High Risk
PSN-01243,1.0132692136254825e-05,Low Risk
PSN-01244,3.224669187541998e-06,Low Risk
PSN-01245,1.0714028630319098e-05,Low Risk
PSN-01246,1.0821902747874437e-05,Low Risk
PSN-01247,1.6137601779260092e-05,Low Risk
PSN-01248,0.9591849811702924,Critical
PSN-01249,7.71796275112874e-05,Low Risk
PSN-01250,0.9832116717860108,Critical
PSN-01251,9.76600083961246e-06,Low Risk
PSN-01252,7.230938623489851e-06,Low Risk
PSN-01253,8.2863276324914e-06,Low Risk
PSN-01254,7.849258442824317e-06,Low Risk
PSN-01255,0.9551113132308076,Critical
PSN-01257,1.6847480344506063e-05,Low Risk
PSN-01258,1.9115211258337774e-06,Low Risk
PSN-01259,3.09223990276907e-05,Low Risk
PSN-01260,1.9731698790122817e-05,Low Risk
PSN-01262,1.1041274114672922e-05,Low Risk
PSN-01263,2.046557392163036e-05,Low Risk
PSN-01264,9.779324542164338e-06,Low Risk
PSN-01266,2.1252886735315085e-05,Low Risk
PSN-01267,1.584087437157709e-05,Low Risk
PSN-01268,1.3489188632450865e-05,Low Risk
PSN-01269,9.16345976910661e-06,Low Risk
PSN-01271,0.9999583673054309,Critical
PSN-01273,8.269591404848716e-06,Low Risk
PSN-01274,7.4574660060958756e-06,Low Risk
PSN-01275,0.9998940769025819,Critical
PSN-01276,5.610280644284791e-06,Low Risk
PSN-01277,3.954363648498243e-06,Low Risk
PSN-01278,3.578046254536751e-05,Low Risk
PSN-01279,1.5807343140294427e-05,Low Risk
PSN-01280,6.36130725196993e-06,Low Risk
PSN-01281,1.1159034091149033e-05,Low Risk
PSN-01283,1.824704721669293e-05,Low Risk
PSN-01284,3.401982470789835e-06,Low Risk
PSN-01285,3.11667586166833e-05,Low Risk
PSN-01287,6.958358197964811e-06,Low Risk
PSN-01288,1.4194862024173624e-05,Low Risk
PSN-01291,2.1619721010950892e-05,Low Risk
PSN-01292,6.560241016692651e-06,Low Risk
PSN-01293,0.9999624856376339,Critical
PSN-01294,1.6444259330842286e-05,Low Risk
PSN-01295,1.5910360361050426e-05,Low Risk
PSN-01296,9.13071920661565e-06,Low Risk
PSN-01297,1.4937899442347036e-05,Low Risk
PSN-01298,1.2746368626650824e-06,Low Risk
PSN-01301,8.15032494709338e-06,Low Risk
PSN-01303,0.9998288297351393,Critical
PSN-01304,0.9999246326234766,Critical
PSN-01305,0.2144509769017172,Medium Risk
PSN-01306,1.8544573292347856e-05,Low Risk
PSN-01307,1.547956056475782e-05,Low Risk
PSN-01308,8.641991003936636e-06,Low Risk
PSN-01309,9.774544211488763e-06,Low Risk
PSN-01310,8.614926993163453e-06,Low Risk
PSN-01311,0.5777868297486876,High Risk
PSN-01313,9.868404085342706e-06,Low Risk
PSN-01314,3.522868118094492e-05,Low Risk
PSN-01315,0.998538360428452,Critical
PSN-01316,1.2613732033859917e-05,Low Risk
PSN-01317,8.088010069155243e-06,Low Risk
PSN-01319,0.8675654418525949,Critical
PSN-01320,0.9997359971787019,Critical
PSN-01322,1.9956433231093686e-05,Low Risk
PSN-01323,1.3971359422513894e-05,Low Risk
PSN-01324,6.988201482871504e-06,Low Risk
PSN-01325,0.9793910594867467,Critical
PSN-01327,1.0532618400051707e-05,Low Risk
PSN-01329,4.5004543314031995e-06,Low Risk
PSN-01331,9.941672305514474e-06,Low Risk
PSN-01335,0.8923988781810397,Critical
PSN-01336,1.0008827906344271e-05,Low Risk
PSN-01338,0.9998517021067649,Critical
PSN-01339,1.421526274654974e-05,Low Risk
PSN-01341,1.38057078977432e-05,Low Risk
PSN-01342,8.066023085348661e-06,Low Risk
PSN-01344,0.9999798926012783,Critical
PSN-01347,5.293565295909026e-07,Low Risk
PSN-01349,1.266372233289965e-05,Low Risk
PSN-01350,2.6866767745284823e-05,Low Risk
PSN-01351,0.9996923835538118,Critical
PSN-01352,1.5943696652389604e-05,Low Risk
PSN-01354,0.7831059006781842,Critical
PSN-01355,2.9748270476167895e-05,Low Risk
PSN-01356,1.009258695100541e-05,Low Risk
PSN-01357,6.956233360274725e-06,Low Risk
PSN-01360,1.919584315112417e-05,Low Risk
PSN-01361,2.768324630865966e-05,Low Risk
PSN-01363,9.773973803670077e-06,Low Risk
PSN-01364,6.677402572640531e-06,Low Risk
PSN-01365,0.9999216798922876,Critical
PSN-01366,7.231228471768556e-06,Low Risk
PSN-01367,9.589183072888193e-06,Low Risk
PSN-01368,1.9165028679183798e-05,Low Risk
PSN-01372,3.2518937720371505e-06,Low Risk
PSN-01373,5.1780228097033e-06,Low Risk
PSN-01374,9.265030161559665e-06,Low Risk
PSN-01378,5.653348979763744e-06,Low Risk
PSN-01379,1.5109092378302863e-05,Low Risk
PSN-01380,1.8583635781952508e-05,Low Risk
PSN-01381,7.707465030572944e-06,Low Risk
PSN-01382,5.097777131441831e-06,Low Risk
PSN-01385,8.381742068543911e-06,Low Risk
PSN-01387,1.4768649362798166e-05,Low Risk
PSN-01389,1.6129348975297767e-05,Low Risk
PSN-01391,4.061120649725462e-05,Low Risk
PSN-01393,1.5500243733761087e-05,Low Risk
PSN-01394,0.22273021243315555,Medium Risk
PSN-01395,2.8015649482440226e-05,Low Risk
PSN-01396,1.2632374245325926e-05,Low Risk
PSN-01397,0.9997549860587008,Critical
PSN-01398,1.5565822372928484e-05,Low Risk
PSN-01399,0.9998140081198614,Critical
PSN-01400,2.000083303612878e-05,Low Risk
PSN-01401,7.157311990507895e-06,Low Risk
PSN-01402,1.9362472146144547e-05,Low Risk
PSN-01404,7.498624296500629e-06,Low Risk
PSN-01405,7.682191094314768e-06,Low Risk
PSN-01406,2.7095440786320473e-05,Low Risk
PSN-01407,1.0714028630319098e-05,Low Risk
PSN-01408,0.97103421788168,Critical
PSN-01409,0.9660191476283039,Critical
PSN-01411,2.002368485562307e-05,Low Risk
PSN-01412,0.02110341925687831,Low Risk
PSN-01413,1.6163653892480053e-05,Low Risk
PSN-01414,5.6717141679576644e-06,Low Risk
PSN-01416,1.435352501136898e-05,Low Risk
PSN-01417,1.1209976819179067e-05,Low Risk
PSN-01422,1.5690110087527433e-05,Low Risk
PSN-01424,9.748094605784032e-07,Low Risk
PSN-01425,0.9113124403782245,Critical
PSN-01426,1.066737497168556e-05,Low Risk
PSN-01427,2.072081171910139e-05,Low Risk
PSN-01429,9.787510945517254e-06,Low Risk
PSN-01430,1.2074121843042542e-05,Low Risk
PSN-01431,3.3175884797007953e-06,Low Risk
PSN-01432,8.971869616676413e-06,Low Risk
PSN-01433,8.854098494426575e-06,Low Risk
PSN-01434,7.286449951343526e-06,Low Risk
PSN-01435,1.5801834227481e-05,Low Risk
PSN-01436,5.480742501468982e-06,Low Risk
PSN-01437,1.185761090442859e-05,Low Risk
PSN-01438,7.706663736370958e-06,Low Risk
PSN-01439,1.044404747551249e-05,Low Risk
PSN-01440,9.737820482064904e-06,Low Risk
PSN-01441,1.3126651801420377e-05,Low Risk
PSN-01442,4.966430086525727e-06,Low Risk
PSN-01443,8.262917870313156e-06,Low Risk
PSN-01444,3.1419406541941525e-06,Low Risk
PSN-01445,2.5012349648835852e-05,Low Risk
PSN-01446,0.948597073346442,Critical
PSN-01447,0.8219554758961012,Critical
PSN-01448,0.9700298729124498,Critical
PSN-01450,1.9893393260981672e-05,Low Risk
PSN-01451,0.999839637168646,Critical
PSN-01452,0.24425875806552164,Medium Risk
PSN-01453,1.445844844645083e-05,Low Risk
PSN-01455,8.763090475291024e-06,Low Risk
PSN-01456,3.0602712895891756e-05,Low Risk
PSN-01458,0.9999844160308112,Critical
PSN-01459,9.491142672382729e-06,Low Risk
PSN-01460,1.6281932631544057e-05,Low Risk
PSN-01461,3.153703393589624e-05,Low Risk
PSN-01462,1.0206390197977934e-05,Low Risk
PSN-01463,8.556935152307507e-06,Low Risk
PSN-01464,2.7571115379155273e-05,Low Risk
PSN-01465,1.5852515092582587e-05,Low Risk
PSN-01467,1.984259521249724e-05,Low Risk
PSN-01469,1.3503966450656236e-05,Low Risk
PSN-01470,8.200917595764179e-06,Low Risk
PSN-01471,1.4816965302155351e-05,Low Risk
PSN-01472,1.0800209493902813e-05,Low Risk
PSN-01474,1.3888034820137467e-05,Low Risk
PSN-01475,2.521451658328366e-05,Low Risk
PSN-01476,1.6410617943597097e-05,Low Risk
PSN-01479,1.3091439253534652e-05,Low Risk
PSN-01481,1.500322619334895e-05,Low Risk
PSN-01483,1.4224459127532835e-05,Low Risk
PSN-01484,0.9866834388371402,Critical
PSN-01486,1.042050812112003e-05,Low Risk
PSN-01487,1.0506618598789858e-05,Low Risk
PSN-01488,0.9943733190940032,Critical
PSN-01490,8.905511839339933e-06,Low Risk
PSN-01491,9.6003086810741e-06,Low Risk
PSN-01492,4.43029465636062e-06,Low Risk
PSN-01494,0.9696467525142055,Critical
PSN-01495,1.1609873814951202e-05,Low Risk
PSN-01496,0.19022839253083115,Medium Risk
PSN-01497,0.9998963450603384,Critical
PSN-01499,1.8308945632494748e-05,Low Risk
PSN-01500,2.1264815395377214e-05,Low Risk
PSN-01501,2.274395925408739e-05,Low Risk
PSN-01503,0.9999710046006546,Critical
PSN-01506,1.3442777978922238e-05,Low Risk
PSN-01507,0.998945583598085,Critical
PSN-01508,8.93142260061427e-06,Low Risk
PSN-01509,0.9998521834327626,Critical
PSN-01510,8.618671420528441e-06,Low Risk
PSN-01511,1.2841599061130772e-05,Low Risk
PSN-01512,2.050163000315027e-05,Low Risk
PSN-01513,0.999883522674178,Critical
PSN-01514,0.00014540558936298656,Low Risk
PSN-01515,1.557057703820384e-05,Low Risk
PSN-01519,0.991727729418764,Critical
PSN-01520,1.9893727087199995e-05,Low Risk
PSN-01521,1.0181449456053206e-05,Low Risk
PSN-01524,4.378352800720163e-06,Low Risk
PSN-01525,1.761291756713745e-05,Low Risk
PSN-01527,7.52306889112706e-06,Low Risk
PSN-01528,0.9999716139714419,Critical
PSN-01529,9.398423807916879e-06,Low Risk
PSN-01530,8.56684920908091e-06,Low Risk
PSN-01531,1.328883918199389e-05,Low Risk
PSN-01532,1.8676864020632424e-05,Low Risk
PSN-01534,3.694024879956914e-06,Low Risk
PSN-01535,1.2381672492583325e-05,Low Risk
PSN-01537,6.603137138776651e-06,Low Risk
PSN-01539,1.6354343239181428e-05,Low Risk
PSN-01541,5.546880706013857e-06,Low Risk
PSN-01543,8.490551442483714e-06,Low Risk
PSN-01544,1.5424533726843873e-05,Low Risk
PSN-01545,1.7541076129176236e-05,Low Risk
PSN-01546,1.94929260394131e-05,Low Risk
PSN-01547,8.31663002571983e-06,Low Risk
PSN-01548,1.4408627022763306e-05,Low Risk
PSN-01549,1.4674195372090202e-05,Low Risk
PSN-01551,0.9998837334766787,Critical
PSN-01552,1.4962663457083292e-05,Low Risk
PSN-01553,0.9955740777349269,Critical
PSN-01554,1.1041274114672922e-05,Low Risk
PSN-01555,0.9998847607729762,Critical
PSN-01556,1.3381833860532882e-05,Low Risk
PSN-01558,1.4697434480084086e-05,Low Risk
PSN-01560,7.476305957785497e-06,Low Risk
PSN-01562,0.9413569871034574,Critical
PSN-01563,0.9838989901923574,Critical
PSN-01564,4.328316878132766e-06,Low Risk
PSN-01565,1.0810118914217354e-05,Low Risk
PSN-01566,1.001552490586316e-05,Low Risk
PSN-01567,1.814273935688062e-05,Low Risk
PSN-01570,8.769764687212618e-06,Low Risk
PSN-01571,6.626287020189219e-06,Low Risk
PSN-01572,1.4468340728153299e-05,Low Risk
PSN-01574,9.493160143279578e-06,Low Risk
PSN-01575,7.029630130237387e-06,Low Risk
PSN-01576,0.9997615415855353,Critical
PSN-01577,9.411590791397999e-05,Low Risk
PSN-01578,1.563151365371282e-05,Low Risk
PSN-01580,0.2884660538398906,Medium Risk
PSN-01581,1.558942796436955e-05,Low Risk
PSN-01583,1.1041274114672922e-05,Low Risk
PSN-01584,5.407187678250082e-06,Low Risk
PSN-01585,1.1917979977052023e-05,Low Risk
PSN-01586,1.9499840072958622e-05,Low Risk
PSN-01588,6.874827367232175e-06,Low Risk
PSN-01589,1.0687177959009401e-06,Low Risk
PSN-01590,1.0779563059201834e-05,Low Risk
PSN-01591,2.7817445248500753e-05,Low Risk
PSN-01592,1.6011667650086865e-05,Low Risk
PSN-01593,1.0502145446314063e-05,Low Risk
PSN-01594,0.9924401446380208,Critical
PSN-01595,0.9728384793029031,Critical
PSN-01596,1.1048867124363215e-05,Low Risk
PSN-01598,1.3634414651642114e-05,Low Risk
PSN-01599,9.378319408000948e-06,Low Risk
PSN-01600,0.2628685192377966,Medium Risk
PSN-01601,8.172144161737258e-06,Low Risk
PSN-01603,0.9998932836515432,Critical
PSN-01604,2.1376390722240268e-05,Low Risk
