player_id,country,age_group,is_ps5,account_age_months,tier,tenure_months,tier_ordinal,is_paid_subscriber,is_auto_renew,billing_cycle_ordinal,total_sessions,total_play_minutes,avg_session_duration,unique_games_played,days_since_last_session,sessions_30d,play_minutes_30d,sessions_90d,play_minutes_90d,sessions_180d,play_minutes_180d,session_trend_slope,total_spend,spend_dlc_free,spend_dlc_paid,spend_full_game,spend_mtx,n_transactions,avg_transaction_value,days_since_last_purchase,spend_last_90d,total_trophies,n_platinum,n_gold,unique_games_trophied,days_since_last_trophy,trophies_last_90d,n_dlc_free,n_dlc_paid,claimed_valhalla,engagement_recency_ratio,spend_per_session,trophy_per_session,first_party_ratio,target_churn,target_bought_paid_dlc
PSN-01203,US,18-24,0,16.9,Free,16.9,0,False,0,0,40.0,1086.0,27.15,1.0,18.0,3.0,113.0,8.0,246.0,13.0,345.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,42.0,1.0,0.0,0.0,0.0,0.075,0.0,0.05,0.0,,0
PSN-01204,US,18-24,1,18.6,Extra,16.3,2,True,1,2,324.0,20559.0,63.4537037037037,11.0,2.0,25.0,2292.0,60.0,4568.0,107.0,7212.0,1.371,247.36,0.0,119.95,47.49,79.92,16.0,15.46,75.0,9.99,102.0,5.0,10.0,11.0,14.0,22.0,1.0,5.0,1.0,0.0772,0.76,0.3148,0.1049,0.0,1
PSN-01205,FR,18-24,1,83.9,Essential,83.4,1,True,1,3,228.0,18724.0,82.12280701754386,11.0,2.0,11.0,1025.0,33.0,2994.0,58.0,4917.0,0.657,184.88,0.0,19.99,34.99,129.9,14.0,13.205714285714285,38.0,74.94999999999999,27.0,0.0,4.0,11.0,31.0,5.0,2.0,1.0,1.0,0.0482,0.81,0.1184,0.5658,0.0,1
PSN-01206,UK,25-34,0,12.1,Free,12.1,0,False,0,0,60.0,1976.0,32.93333333333333,1.0,0.0,6.0,229.0,16.0,574.0,27.0,881.0,0.543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.1,0.0,0.1333,1.0,,0
PSN-01207,US,25-34,1,19.2,Free,19.2,0,False,0,0,50.0,2170.0,43.4,4.0,9.0,2.0,89.0,9.0,444.0,16.0,693.0,0.114,19.99,0.0,0.0,0.0,19.99,1.0,19.99,456.0,0.0,1.0,0.0,0.0,1.0,234.0,0.0,0.0,0.0,0.0,0.04,0.4,0.02,0.78,,0
PSN-01208,US,35-44,0,18.7,Essential,17.6,1,True,0,1,230.0,15427.0,67.07391304347826,8.0,5.0,18.0,1620.0,44.0,3275.0,76.0,5494.0,1.486,79.98,0.0,49.980000000000004,30.0,0.0,5.0,15.996,14.0,0.0,35.0,2.0,2.0,8.0,20.0,3.0,2.0,2.0,1.0,0.0783,0.35,0.1522,0.4565,0.0,1
PSN-01209,AU,18-24,1,48.2,Free,48.2,0,False,0,0,116.0,4242.0,36.56896551724138,3.0,6.0,6.0,229.0,15.0,559.0,29.0,906.0,0.2,9.99,0.0,9.99,0.0,0.0,2.0,4.995,487.0,0.0,12.0,0.0,1.0,3.0,36.0,2.0,1.0,1.0,0.0,0.0517,0.09,0.1034,0.0,,1
PSN-01210,US,25-34,0,64.5,Essential,53.2,1,True,0,1,1.0,10.0,10.0,1.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
PSN-01211,BR,35-44,0,40.3,Essential,39.0,1,True,1,1,84.0,2601.0,30.964285714285715,2.0,3.0,5.0,202.0,13.0,466.0,22.0,714.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0595,0.0,0.0357,0.0,0.0,0
PSN-01212,UK,18-24,1,20.5,Extra,16.0,2,True,0,2,105.0,4197.0,39.97142857142857,4.0,59.0,0.0,0.0,2.0,51.0,13.0,353.0,-0.571,64.99000000000001,0.0,0.0,64.99000000000001,0.0,6.0,10.831666666666669,127.0,0.0,10.0,0.0,1.0,4.0,249.0,0.0,4.0,0.0,1.0,0.0,0.62,0.0952,0.2286,1.0,0
PSN-01213,DE,13-17,1,51.6,Essential,42.4,1,True,1,2,136.0,5538.0,40.720588235294116,3.0,0.0,7.0,329.0,20.0,849.0,35.0,1401.0,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,3.0,18.0,3.0,0.0,0.0,0.0,0.0515,0.0,0.0956,0.3824,0.0,0
PSN-01214,US,18-24,0,13.1,Free,13.1,0,False,0,0,146.0,9198.0,63.0,8.0,0.0,14.0,1159.0,33.0,2357.0,60.0,3745.0,0.771,69.98,0.0,39.99,25.0,4.99,3.0,23.326666666666668,63.0,25.0,10.0,1.0,0.0,6.0,44.0,3.0,0.0,1.0,0.0,0.0959,0.48,0.0685,0.6164,,1
PSN-01215,US,18-24,0,65.2,Free,65.2,0,False,0,0,61.0,2238.0,36.68852459016394,4.0,3.0,3.0,133.0,8.0,314.0,15.0,546.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,533.0,0.0,0.0,0.0,0.0,0.0492,0.0,0.0328,0.2459,,0
PSN-01216,JP,35-44,0,22.6,Premium,12.5,3,True,1,3,198.0,11117.0,56.14646464646464,11.0,1.0,11.0,739.0,32.0,2194.0,53.0,3243.0,1.143,59.99,0.0,0.0,59.99,0.0,5.0,11.998000000000001,79.0,0.0,41.0,3.0,2.0,11.0,1.0,7.0,3.0,0.0,1.0,0.0556,0.3,0.2071,0.4293,0.0,0
PSN-01217,FR,25-34,0,79.2,Essential,69.3,1,True,1,3,59.0,1218.0,20.64406779661017,5.0,19.0,3.0,78.0,9.0,197.0,15.0,308.0,0.257,9.99,0.0,9.99,0.0,0.0,1.0,9.99,622.0,0.0,4.0,0.0,0.0,1.0,64.0,2.0,0.0,1.0,0.0,0.0508,0.17,0.0678,0.4068,0.0,1
PSN-01218,US,25-34,0,23.6,Free,23.6,0,False,0,0,89.0,1986.0,22.314606741573034,4.0,5.0,4.0,114.0,13.0,368.0,24.0,568.0,0.229,14.98,0.0,0.0,0.0,14.98,2.0,7.49,280.0,0.0,3.0,0.0,0.0,2.0,561.0,0.0,0.0,0.0,0.0,0.0449,0.17,0.0337,0.6742,,0
PSN-01219,JP,35-44,1,16.0,Extra,12.8,2,True,0,3,473.0,55813.0,117.99788583509513,11.0,1.0,34.0,4581.0,93.0,11808.0,162.0,18169.0,2.686,209.88,0.0,49.980000000000004,69.98,89.91999999999999,14.0,14.991428571428571,6.0,14.98,274.0,12.0,27.0,11.0,1.0,41.0,2.0,2.0,1.0,0.0719,0.44,0.5793,0.2706,0.0,1
PSN-01220,JP,25-34,1,33.4,Extra,28.8,2,True,1,3,558.0,44753.0,80.20250896057348,12.0,1.0,33.0,3495.0,85.0,8091.0,150.0,13290.0,1.829,417.82,0.0,89.95,237.95000000000002,89.92,22.0,18.991818181818182,91.0,0.0,163.0,9.0,22.0,12.0,6.0,22.0,2.0,5.0,1.0,0.0591,0.75,0.2921,0.6685,0.0,1
PSN-01221,US,25-34,1,39.1,Free,39.1,0,False,0,0,450.0,24724.0,54.94222222222222,9.0,2.0,24.0,1511.0,65.0,4006.0,113.0,6243.0,2.143,238.89000000000001,0.0,99.96,83.98,54.949999999999996,12.0,19.907500000000002,244.0,0.0,134.0,6.0,12.0,9.0,2.0,18.0,1.0,4.0,1.0,0.0533,0.53,0.2978,0.4533,,1
PSN-01222,JP,13-17,0,54.4,Free,54.4,0,False,0,0,10.0,145.0,14.5,1.0,30.0,1.0,16.0,2.0,28.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,,0
PSN-01223,US,25-34,0,21.2,Free,21.2,0,False,0,0,165.0,4312.0,26.133333333333333,5.0,0.0,11.0,374.0,27.0,807.0,44.0,1102.0,0.971,20.0,0.0,0.0,20.0,0.0,2.0,10.0,54.0,0.0,14.0,1.0,3.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0667,0.12,0.0848,0.4242,,0
PSN-01224,JP,18-24,1,74.9,Free,74.9,0,False,0,0,207.0,10984.0,53.06280193236715,5.0,1.0,10.0,600.0,28.0,1593.0,51.0,2807.0,0.429,9.99,0.0,0.0,0.0,9.99,1.0,9.99,692.0,0.0,27.0,1.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0483,0.05,0.1304,0.3913,,0
PSN-01225,US,18-24,0,63.1,Essential,57.6,1,True,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01226,JP,18-24,0,74.5,Essential,68.2,1,True,1,3,109.0,4694.0,43.06422018348624,2.0,1.0,6.0,292.0,17.0,792.0,30.0,1317.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.055,0.0,0.1284,1.0,0.0,0
PSN-01227,UK,35-44,0,64.0,Essential,62.3,1,True,1,3,132.0,4477.0,33.916666666666664,2.0,1.0,6.0,249.0,18.0,667.0,34.0,1235.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,2.0,67.0,1.0,0.0,0.0,0.0,0.0455,0.0,0.1288,0.0,0.0,0
PSN-01228,JP,25-34,1,6.8,Free,6.8,0,False,0,0,44.0,2120.0,48.18181818181818,2.0,0.0,9.0,601.0,22.0,1297.0,37.0,1877.0,0.657,12.5,0.0,0.0,12.5,0.0,1.0,12.5,118.0,0.0,3.0,0.0,0.0,2.0,37.0,1.0,0.0,0.0,0.0,0.2045,0.28,0.0682,0.6136,,0
PSN-01229,JP,35-44,0,59.8,Essential,53.0,1,True,1,2,315.0,19996.0,63.47936507936508,7.0,0.0,14.0,1021.0,39.0,2766.0,75.0,4809.0,0.6,249.95000000000002,0.0,39.98,209.97,0.0,11.0,22.722727272727273,37.0,20.0,99.0,3.0,10.0,7.0,0.0,13.0,3.0,2.0,0.0,0.0444,0.79,0.3143,0.4508,0.0,1
PSN-01230,IT,13-17,1,53.7,Free,53.7,0,False,0,0,331.0,20507.0,61.95468277945619,6.0,1.0,17.0,1245.0,45.0,3109.0,81.0,5408.0,0.686,74.98,0.0,39.99,34.99,0.0,2.0,37.49,379.0,0.0,91.0,5.0,8.0,6.0,12.0,8.0,0.0,1.0,0.0,0.0514,0.23,0.2749,0.4834,,1
PSN-01231,JP,45+,0,67.4,Essential,59.9,1,True,1,3,156.0,8380.0,53.717948717948715,1.0,3.0,8.0,454.0,23.0,1437.0,40.0,2288.0,0.429,34.99,0.0,0.0,34.99,0.0,1.0,34.99,275.0,0.0,18.0,2.0,2.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0513,0.22,0.1154,1.0,0.0,0
PSN-01232,CA,13-17,1,58.6,Extra,53.4,2,True,1,3,398.0,27096.0,68.08040201005025,6.0,0.0,21.0,1653.0,58.0,4398.0,105.0,7336.0,1.143,19.99,0.0,19.99,0.0,0.0,2.0,9.995,33.0,0.0,77.0,4.0,5.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0528,0.05,0.1935,0.3266,0.0,1
PSN-01233,US,35-44,0,48.2,Essential,40.7,1,True,1,2,83.0,3263.0,39.31325301204819,5.0,2.0,5.0,265.0,12.0,548.0,20.0,775.0,0.457,64.98,0.0,29.99,34.99,0.0,2.0,32.49,377.0,0.0,8.0,1.0,1.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0602,0.78,0.0964,0.3855,0.0,1
PSN-01234,UK,35-44,0,68.6,Essential,66.0,1,True,1,2,178.0,11026.0,61.943820224719104,9.0,0.0,10.0,822.0,25.0,1718.0,45.0,2893.0,0.6,144.91,0.0,109.92999999999999,0.0,34.98,10.0,14.491,36.0,9.99,35.0,1.0,5.0,9.0,33.0,2.0,1.0,7.0,1.0,0.0562,0.81,0.1966,0.6124,0.0,1
PSN-01235,US,25-34,1,16.6,Extra,13.7,2,True,1,3,220.0,19234.0,87.42727272727272,9.0,4.0,18.0,2057.0,42.0,3945.0,79.0,7069.0,1.0,39.99,0.0,39.99,0.0,0.0,1.0,39.99,390.0,0.0,61.0,2.0,9.0,9.0,4.0,11.0,0.0,1.0,0.0,0.0818,0.18,0.2773,0.5682,0.0,1
PSN-01236,JP,25-34,0,19.4,Essential,18.1,1,True,1,3,323.0,13925.0,43.11145510835913,9.0,2.0,23.0,1328.0,57.0,2913.0,102.0,4723.0,1.371,69.98,0.0,69.98,0.0,0.0,2.0,34.99,495.0,0.0,60.0,4.0,4.0,9.0,5.0,8.0,0.0,2.0,0.0,0.0712,0.22,0.1858,0.3653,0.0,1
PSN-01237,FR,35-44,0,21.0,Essential,19.2,1,True,0,1,143.0,5198.0,36.34965034965035,4.0,1.0,10.0,456.0,24.0,1024.0,42.0,1657.0,0.714,24.99,0.0,0.0,0.0,24.99,1.0,24.99,575.0,0.0,12.0,1.0,1.0,4.0,42.0,2.0,0.0,0.0,0.0,0.0699,0.17,0.0839,0.5524,0.0,0
PSN-01238,AU,35-44,1,83.9,Extra,79.9,2,True,0,1,489.0,22827.0,46.68098159509202,12.0,0.0,24.0,1272.0,73.0,3997.0,128.0,6345.0,2.086,71.97,0.0,19.99,41.99,9.99,3.0,23.99,149.0,0.0,98.0,5.0,10.0,12.0,0.0,12.0,0.0,1.0,0.0,0.0491,0.15,0.2004,0.2597,0.0,1
PSN-01239,JP,18-24,0,48.4,Essential,45.4,1,True,1,1,358.0,13715.0,38.31005586592179,7.0,2.0,18.0,828.0,47.0,1871.0,86.0,3153.0,1.229,64.99,0.0,9.99,55.0,0.0,4.0,16.2475,5.0,30.0,60.0,3.0,5.0,7.0,2.0,7.0,1.0,1.0,1.0,0.0503,0.18,0.1676,0.5531,0.0,1
PSN-01240,DE,35-44,0,26.8,Essential,18.8,1,True,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01241,US,13-17,0,58.9,Essential,50.0,1,True,1,2,200.0,14050.0,70.25,8.0,0.0,12.0,1212.0,30.0,2624.0,54.0,4297.0,0.8,54.95,0.0,0.0,0.0,54.95,7.0,7.8500000000000005,237.0,0.0,15.0,1.0,3.0,7.0,28.0,3.0,2.0,0.0,0.0,0.06,0.27,0.075,0.665,0.0,0
PSN-01242,US,25-34,0,67.3,Extra,61.2,2,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01243,CA,25-34,1,40.0,Essential,32.9,1,True,1,3,420.0,48913.0,116.45952380952382,5.0,1.0,24.0,3395.0,64.0,8674.0,103.0,12019.0,2.343,412.38,0.0,109.96,262.46000000000004,39.96,19.0,21.70421052631579,73.0,64.99000000000001,204.0,8.0,21.0,5.0,1.0,25.0,2.0,4.0,1.0,0.0571,0.98,0.4857,0.5929,0.0,1
PSN-01244,US,35-44,1,83.8,Essential,83.1,1,True,1,1,135.0,5402.0,40.01481481481481,3.0,9.0,8.0,440.0,19.0,872.0,34.0,1341.0,0.514,34.99,0.0,0.0,30.0,4.99,3.0,11.663333333333334,105.0,0.0,9.0,1.0,1.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0593,0.26,0.0667,0.3111,0.0,0
PSN-01245,US,25-34,1,39.9,Essential,36.3,1,True,1,3,290.0,22092.0,76.17931034482758,8.0,0.0,15.0,1483.0,42.0,3548.0,73.0,5804.0,1.4,34.98,0.0,29.99,0.0,4.99,3.0,11.659999999999998,99.0,0.0,43.0,1.0,4.0,8.0,0.0,4.0,1.0,1.0,1.0,0.0517,0.12,0.1483,0.4966,0.0,1
PSN-01246,MX,18-24,0,51.5,Essential,39.9,1,True,1,3,207.0,7543.0,36.43961352657005,4.0,1.0,11.0,450.0,28.0,1089.0,50.0,1786.0,0.8,14.98,0.0,0.0,0.0,14.98,3.0,4.993333333333333,362.0,0.0,11.0,0.0,1.0,4.0,57.0,1.0,1.0,0.0,0.0,0.0531,0.07,0.0531,0.8019,0.0,0
PSN-01247,KR,25-34,1,34.8,Extra,31.0,2,True,1,1,285.0,15577.0,54.656140350877195,6.0,1.0,16.0,1248.0,43.0,2960.0,75.0,4477.0,1.2,30.0,0.0,0.0,30.0,0.0,2.0,15.0,197.0,0.0,53.0,2.0,5.0,6.0,3.0,5.0,1.0,0.0,0.0,0.0561,0.11,0.186,0.4772,0.0,0
PSN-01248,DE,18-24,0,34.9,Essential,31.1,1,True,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01249,UK,25-34,0,45.5,Essential,45.5,1,True,0,3,9.0,194.0,21.555555555555557,1.0,7.0,1.0,27.0,2.0,54.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0
PSN-01250,AU,25-34,1,42.0,Essential,38.2,1,True,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01251,US,35-44,0,82.1,Essential,82.1,1,True,0,3,263.0,18717.0,71.16730038022814,11.0,3.0,12.0,842.0,35.0,2537.0,62.0,4232.0,0.771,34.96,0.0,29.97,0.0,4.99,6.0,5.826666666666667,216.0,0.0,50.0,4.0,6.0,10.0,3.0,8.0,2.0,3.0,0.0,0.0456,0.13,0.1901,0.6046,0.0,1
PSN-01252,JP,18-24,1,13.4,Essential,12.4,1,True,1,3,172.0,9687.0,56.31976744186046,9.0,0.0,17.0,1316.0,42.0,2602.0,72.0,4079.0,1.4,34.99,0.0,0.0,34.99,0.0,2.0,17.495,65.0,0.0,53.0,5.0,3.0,9.0,13.0,13.0,1.0,0.0,0.0,0.0988,0.2,0.3081,0.3605,0.0,0
PSN-01253,UK,18-24,1,78.5,Essential,69.8,1,True,1,1,58.0,2550.0,43.96551724137931,4.0,4.0,3.0,179.0,8.0,423.0,14.0,651.0,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,64.0,1.0,0.0,0.0,0.0,0.0517,0.0,0.0517,0.4138,0.0,0
PSN-01254,IT,25-34,1,13.7,Extra,8.4,2,True,1,3,141.0,9037.0,64.09219858156028,8.0,1.0,12.0,860.0,33.0,2286.0,59.0,3858.0,0.914,37.48,0.0,19.99,12.5,4.99,4.0,9.37,91.0,0.0,25.0,1.0,2.0,8.0,1.0,8.0,1.0,1.0,1.0,0.0851,0.27,0.1773,0.5035,0.0,1
PSN-01255,IT,13-17,1,13.9,Essential,11.1,1,True,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
PSN-01256,FR,18-24,0,32.3,Free,32.3,0,False,0,0,33.0,699.0,21.181818181818183,2.0,12.0,2.0,44.0,4.0,92.0,7.0,141.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,542.0,0.0,0.0,0.0,0.0,0.0606,0.0,0.0303,1.0,,0
PSN-01257,US,18-24,1,30.3,Essential,27.0,1,True,1,2,38.0,649.0,17.07894736842105,1.0,11.0,2.0,50.0,6.0,120.0,12.0,233.0,0.0,30.0,0.0,0.0,30.0,0.0,1.0,30.0,148.0,0.0,2.0,1.0,0.0,1.0,347.0,0.0,0.0,0.0,0.0,0.0526,0.79,0.0526,1.0,0.0,0
PSN-01258,JP,25-34,0,81.8,Essential,74.7,1,True,1,2,157.0,7673.0,48.87261146496815,5.0,1.0,9.0,559.0,23.0,1316.0,42.0,2035.0,0.543,81.97,0.0,0.0,76.98,4.99,3.0,27.323333333333334,346.0,0.0,12.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0573,0.52,0.0764,0.0,0.0,0
PSN-01259,US,18-24,0,2.6,Premium,1.6,3,True,1,1,30.0,1407.0,46.9,3.0,9.0,10.0,443.0,28.0,1326.0,30.0,1407.0,1.0,102.47,0.0,29.99,42.5,29.979999999999997,5.0,20.494,4.0,102.47,2.0,0.0,0.0,2.0,41.0,2.0,0.0,1.0,0.0,0.3333,3.42,0.0667,0.2333,0.0,1
PSN-01260,ES,25-34,1,46.0,Essential,36.4,1,True,0,3,325.0,17115.0,52.66153846153846,13.0,1.0,18.0,1286.0,48.0,2976.0,82.0,4433.0,1.286,119.94,0.0,0.0,64.99000000000001,54.95,9.0,13.326666666666666,82.0,30.0,90.0,3.0,6.0,13.0,1.0,18.0,2.0,0.0,0.0,0.0554,0.37,0.2769,0.6123,0.0,0
PSN-01261,US,35-44,0,59.6,Free,59.6,0,False,0,0,116.0,4004.0,34.51724137931034,3.0,6.0,7.0,361.0,16.0,679.0,30.0,1134.0,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0603,0.0,0.1466,0.6638,,0
PSN-01262,US,25-34,0,35.8,Essential,33.3,1,True,1,3,110.0,8157.0,74.15454545454546,10.0,2.0,7.0,816.0,17.0,1637.0,30.0,2504.0,0.4,150.94,0.0,9.99,125.97,14.98,8.0,18.8675,79.0,9.99,36.0,0.0,4.0,10.0,39.0,7.0,2.0,1.0,0.0,0.0636,1.37,0.3273,0.3,0.0,1
PSN-01263,FR,18-24,1,6.7,Essential,4.8,1,True,0,1,67.0,2191.0,32.701492537313435,2.0,3.0,15.0,738.0,34.0,1397.0,59.0,2032.0,1.171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,0.0,15.0,2.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.2239,0.0,0.2239,0.4925,0.0,0
PSN-01264,JP,13-17,0,58.0,Premium,53.4,3,True,1,2,240.0,9490.0,39.541666666666664,2.0,0.0,16.0,971.0,38.0,1923.0,65.0,2879.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0667,0.0,0.0667,0.0,0.0,0
PSN-01265,AU,18-24,1,60.8,Free,60.8,0,False,0,0,12.0,336.0,28.0,2.0,17.0,1.0,21.0,3.0,76.0,3.0,76.0,0.0,7.5,0.0,0.0,7.5,0.0,1.0,7.5,575.0,0.0,3.0,1.0,1.0,1.0,71.0,2.0,0.0,0.0,0.0,0.0833,0.62,0.25,0.0,,0
PSN-01266,US,25-34,0,75.5,Essential,69.4,1,True,1,1,260.0,11480.0,44.15384615384615,10.0,0.0,11.0,468.0,35.0,1744.0,66.0,3130.0,0.571,99.96000000000001,0.0,39.98,34.99,24.99,5.0,19.992,502.0,0.0,70.0,4.0,3.0,10.0,0.0,11.0,1.0,2.0,0.0,0.0423,0.38,0.2692,0.3154,0.0,1
PSN-01267,CA,25-34,1,3.0,Essential,1.7,1,True,1,2,40.0,2236.0,55.9,3.0,1.0,13.0,927.0,32.0,1887.0,40.0,2236.0,1.4,34.99,0.0,0.0,34.99,0.0,1.0,34.99,59.0,34.99,4.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.325,0.87,0.1,0.675,0.0,0
PSN-01268,US,13-17,0,36.1,Essential,28.5,1,True,1,1,61.0,2687.0,44.049180327868854,3.0,6.0,4.0,184.0,10.0,431.0,17.0,748.0,0.314,30.0,0.0,0.0,30.0,0.0,1.0,30.0,255.0,0.0,6.0,0.0,1.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0656,0.49,0.0984,0.377,0.0,0
PSN-01269,US,18-24,0,63.3,Essential,55.2,1,True,1,3,82.0,3233.0,39.426829268292686,6.0,3.0,6.0,332.0,14.0,654.0,22.0,905.0,0.686,34.99,0.0,0.0,34.99,0.0,1.0,34.99,351.0,0.0,7.0,1.0,1.0,5.0,113.0,0.0,0.0,0.0,0.0,0.0732,0.43,0.0854,0.5244,0.0,0
PSN-01270,JP,18-24,0,4.9,Free,4.9,0,False,0,0,13.0,764.0,58.76923076923077,3.0,8.0,4.0,310.0,9.0,570.0,13.0,764.0,0.5,69.99000000000001,0.0,39.99,30.0,0.0,4.0,17.497500000000002,29.0,69.99000000000001,1.0,0.0,0.0,1.0,74.0,1.0,2.0,1.0,0.0,0.3077,5.38,0.0769,0.7692,,1
PSN-01271,US,18-24,0,34.1,Premium,29.4,3,True,0,1,46.0,899.0,19.543478260869566,5.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.514,34.99,0.0,0.0,34.99,0.0,2.0,17.495,596.0,0.0,5.0,0.0,1.0,4.0,418.0,0.0,1.0,0.0,0.0,0.0,0.76,0.1087,0.7609,1.0,0
PSN-01272,DE,45+,1,73.9,Free,73.9,0,False,0,0,131.0,3264.0,24.916030534351144,1.0,9.0,6.0,179.0,17.0,526.0,32.0,885.0,0.2,134.98,0.0,0.0,134.98,0.0,3.0,44.99333333333333,509.0,0.0,8.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0458,1.03,0.0611,0.0,,0
PSN-01273,US,18-24,0,71.4,Essential,65.0,1,True,0,3,161.0,4329.0,26.888198757763973,3.0,1.0,8.0,277.0,24.0,805.0,44.0,1328.0,0.571,47.49,0.0,0.0,47.49,0.0,3.0,15.83,279.0,0.0,12.0,0.0,2.0,3.0,89.0,1.0,1.0,0.0,1.0,0.0497,0.29,0.0745,0.7019,0.0,0
PSN-01274,US,13-17,1,67.4,Premium,61.6,3,True,1,3,364.0,29259.0,80.38186813186813,4.0,0.0,19.0,1742.0,52.0,4487.0,96.0,8384.0,0.971,60.0,0.0,0.0,60.0,0.0,2.0,30.0,349.0,0.0,79.0,3.0,7.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0522,0.16,0.217,0.5275,0.0,0
PSN-01275,BR,18-24,1,76.4,Essential,70.8,1,True,0,2,130.0,6133.0,47.176923076923075,8.0,3.0,1.0,5.0,6.0,129.0,21.0,601.0,-0.886,79.97,0.0,49.97,30.0,0.0,5.0,15.994,137.0,0.0,32.0,1.0,2.0,8.0,44.0,3.0,1.0,3.0,0.0,0.0077,0.62,0.2462,0.3846,1.0,1
