player_id,dlc_propensity,propensity_tier,churn_probability,risk_tier,churn_flag,propensity_flag,action_quadrant
PSN-01150,0.8210471181550429,Very High,1.4091434907939522e-05,Low Risk,0,1,Upsell
PSN-01151,0.020904933570973543,Low,1.4244574575324391e-05,Low Risk,0,0,Monitor
PSN-01152,0.7562591180343776,Very High,9.617931848794276e-06,Low Risk,0,1,Upsell
PSN-01153,0.6178683533181321,High,1.3230313697989894e-05,Low Risk,0,1,Upsell
PSN-01154,0.32982195976415807,Medium,0.0,Low Risk,0,0,Monitor
PSN-01155,0.9839305355331142,Very High,9.189101229685702e-06,Low Risk,0,1,Upsell
PSN-01156,0.7429652072154195,Very High,0.0,Low Risk,0,1,Upsell
PSN-01157,0.918076606523923,Very High,1.3613636088516328e-05,Low Risk,0,1,Upsell
PSN-01158,0.1367535988321862,Low,0.0,Low Risk,0,0,Monitor
PSN-01159,0.05614056304139553,Low,3.064762173151104e-05,Low Risk,0,0,Monitor
PSN-01160,0.9770706613479341,Very High,1.808327260199021e-05,Low Risk,0,1,Upsell
PSN-01161,0.16488180208162426,Medium,0.0,Low Risk,0,0,Monitor
PSN-01162,0.06867469371516492,Low,7.564029268368707e-05,Low Risk,0,0,Monitor
PSN-01163,0.42455964446417005,High,9.0078980848285e-06,Low Risk,0,1,Upsell
PSN-01164,0.22334748989400072,Medium,5.837684545922454e-06,Low Risk,0,0,Monitor
PSN-01165,0.021134321212146555,Low,0.0,Low Risk,0,0,Monitor
PSN-01166,0.030678104032876664,Low,8.903220119737346e-06,Low Risk,0,0,Monitor
PSN-01167,0.17471518575581627,Medium,9.737083525226291e-06,Low Risk,0,0,Monitor
PSN-01168,0.03963938791739846,Low,0.999945529986182,Critical,1,0,Retain
PSN-01169,0.8970037293550367,Very High,9.782094348181434e-06,Low Risk,0,1,Upsell
PSN-01170,0.07673409694703397,Low,1.8759447102668197e-05,Low Risk,0,0,Monitor
PSN-01171,0.028846836399181126,Low,0.9995138988064344,Critical,1,0,Retain
PSN-01172,0.776904314335414,Very High,8.82747000555354e-06,Low Risk,0,1,Upsell
PSN-01173,0.030295674304383315,Low,4.634966318228875e-06,Low Risk,0,0,Monitor
PSN-01174,0.1228232889714184,Low,0.0,Low Risk,0,0,Monitor
PSN-01175,0.031645025861468966,Low,0.0,Low Risk,0,0,Monitor
PSN-01176,0.09726678716662955,Low,0.0,Low Risk,0,0,Monitor
PSN-01177,0.06749306470245332,Low,1.3427571808837425e-06,Low Risk,0,0,Monitor
PSN-01178,0.13353749897256142,Low,0.0,Low Risk,0,0,Monitor
PSN-01179,0.6521672669867894,Very High,0.0,Low Risk,0,1,Upsell
PSN-01180,0.05636316831396079,Low,0.0,Low Risk,0,0,Monitor
PSN-01181,0.46423923195981465,High,1.71894116264156e-05,Low Risk,0,1,Upsell
PSN-01182,0.838626768913295,Very High,8.553301158493604e-06,Low Risk,0,1,Upsell
PSN-01183,0.8854195209997068,Very High,0.0,Low Risk,0,1,Upsell
PSN-01184,0.2765622403911834,Medium,0.0,Low Risk,0,0,Monitor
PSN-01185,0.018906964574629287,Low,0.0,Low Risk,0,0,Monitor
PSN-01186,0.24396322633638357,Medium,1.875617382850195e-05,Low Risk,0,0,Monitor
PSN-01187,0.34568340606277437,Medium,2.8841731686416144e-05,Low Risk,0,0,Monitor
PSN-01188,0.6081572586319401,High,9.225030551920718e-06,Low Risk,0,1,Upsell
PSN-01189,0.32226896358111146,Medium,2.692390329398489e-05,Low Risk,0,0,Monitor
PSN-01190,0.06852278626085666,Low,2.0096188771307707e-05,Low Risk,0,0,Monitor
PSN-01191,0.13349172754395405,Low,0.9999561026081176,Critical,1,0,Retain
PSN-01192,0.012573704580856071,Low,0.9886303428804653,Critical,1,0,Retain
PSN-01193,0.1096047209190702,Low,1.127159369334451e-05,Low Risk,0,0,Monitor
PSN-01194,0.01494010200723729,Low,6.968370459974163e-05,Low Risk,0,0,Monitor
PSN-01195,0.9609991864688395,Very High,1.458138748157988e-05,Low Risk,0,1,Upsell
PSN-01196,0.3629194496490126,Medium,1.310727269228917e-05,Low Risk,0,0,Monitor
PSN-01197,0.14750988365458462,Low,1.0706867230474794e-05,Low Risk,0,0,Monitor
PSN-01198,0.8080385360522224,Very High,0.0,Low Risk,0,1,Upsell
PSN-01199,0.013592374162296365,Low,0.9755140187942972,Critical,1,0,Retain
PSN-01200,0.011490265706074866,Low,0.905948002269694,Critical,1,0,Retain
PSN-01201,0.33987854634884085,Medium,0.0,Low Risk,0,0,Monitor
PSN-01202,0.01310585105860195,Low,0.9699447080162004,Critical,1,0,Retain
PSN-01203,0.017622745381606363,Low,0.0,Low Risk,0,0,Monitor
PSN-01204,0.8158742991991917,Very High,1.2434969837761015e-05,Low Risk,0,1,Upsell
PSN-01205,0.8322175756367471,Very High,3.467499550555693e-06,Low Risk,0,1,Upsell
PSN-01206,0.06047325645318379,Low,0.0,Low Risk,0,0,Monitor
PSN-01207,0.13105942684551916,Low,0.0,Low Risk,0,0,Monitor
PSN-01208,0.923312746752069,Very High,2.5817093326056105e-05,Low Risk,0,1,Upsell
PSN-01209,0.2734419025745051,Medium,0.0,Low Risk,0,0,Monitor
PSN-01210,0.020866146414338007,Low,0.9997405641823016,Critical,1,0,Retain
PSN-01211,0.06833884870287378,Low,1.5420505215399827e-05,Low Risk,0,0,Monitor
PSN-01212,0.27282038863907543,Medium,0.9999339157554504,Critical,1,0,Retain
PSN-01213,0.1019886575726814,Low,1.1968158970403105e-05,Low Risk,0,0,Monitor
PSN-01214,0.5317734182859989,High,0.0,Low Risk,0,1,Upsell
PSN-01215,0.20332803539044045,Medium,0.0,Low Risk,0,0,Monitor
PSN-01216,0.8914196278133242,Very High,4.9727290108235674e-06,Low Risk,0,1,Upsell
PSN-01217,0.38881679571786915,Medium,4.965786011192338e-06,Low Risk,0,0,Monitor
PSN-01218,0.11727913706021276,Low,0.0,Low Risk,0,0,Monitor
PSN-01219,0.9107382994277736,Very High,1.3999312727547542e-05,Low Risk,0,1,Upsell
PSN-01220,0.9780664647223851,Very High,9.81257431375211e-06,Low Risk,0,1,Upsell
PSN-01221,0.8839148688893322,Very High,0.0,Low Risk,0,1,Upsell
PSN-01222,0.02529776556972693,Low,0.0,Low Risk,0,0,Monitor
PSN-01223,0.1490316805844252,Low,0.0,Low Risk,0,0,Monitor
PSN-01224,0.21130293767335537,Medium,0.0,Low Risk,0,0,Monitor
PSN-01225,0.011790441738582711,Low,0.9875008956034014,Critical,1,0,Retain
PSN-01226,0.11445389262487209,Low,6.617961762063843e-06,Low Risk,0,0,Monitor
PSN-01227,0.05422645238259014,Low,7.220390656550559e-06,Low Risk,0,0,Monitor
PSN-01228,0.2751263554956914,Medium,0.0,Low Risk,0,0,Monitor
PSN-01229,0.8270160276904858,Very High,1.3146559675281532e-05,Low Risk,0,1,Upsell
PSN-01230,0.7680919102761357,Very High,0.0,Low Risk,0,1,Upsell
PSN-01231,0.18141016463049522,Medium,5.4515077783432375e-06,Low Risk,0,0,Monitor
PSN-01232,0.6802605393578222,Very High,7.390238768592659e-06,Low Risk,0,1,Upsell
PSN-01233,0.46790544257797806,High,1.628137658356169e-05,Low Risk,0,1,Upsell
PSN-01234,0.8417347534619289,Very High,5.676068408798393e-06,Low Risk,0,1,Upsell
PSN-01235,0.6698069184205506,Very High,7.402861354225817e-06,Low Risk,0,1,Upsell
PSN-01236,0.5189346121330021,High,8.45011419880027e-06,Low Risk,0,1,Upsell
PSN-01237,0.14954294383186073,Low,1.984044449440516e-05,Low Risk,0,0,Monitor
PSN-01238,0.8593507948531087,Very High,5.6042775363530074e-06,Low Risk,0,1,Upsell
PSN-01239,0.7094635723984818,Very High,1.4379318003142511e-05,Low Risk,0,1,Upsell
PSN-01240,0.013579890297925563,Low,0.9848691363592388,Critical,1,0,Retain
PSN-01241,0.35806492793556094,Medium,9.998169213929098e-06,Low Risk,0,0,Monitor
PSN-01242,0.010765624294382983,Low,0.5234466999578675,High Risk,1,0,Retain
PSN-01243,0.9270934401720892,Very High,1.0132692136254825e-05,Low Risk,0,1,Upsell
PSN-01244,0.05466811196573703,Low,3.224669187541998e-06,Low Risk,0,0,Monitor
PSN-01245,0.7808015193810688,Very High,1.0714028630319098e-05,Low Risk,0,1,Upsell
PSN-01246,0.12088759815047237,Low,1.0821902747874437e-05,Low Risk,0,0,Monitor
PSN-01247,0.5253718129389733,High,1.6137601779260092e-05,Low Risk,0,1,Upsell
PSN-01248,0.015303647316775373,Low,0.9591849811702924,Critical,1,0,Retain
PSN-01249,0.016580778853735868,Low,7.71796275112874e-05,Low Risk,0,0,Monitor
PSN-01250,0.016345263757177167,Low,0.9832116717860108,Critical,1,0,Retain
PSN-01251,0.6627818267367771,Very High,9.76600083961246e-06,Low Risk,0,1,Upsell
PSN-01252,0.6362898981384337,High,7.230938623489851e-06,Low Risk,0,1,Upsell
PSN-01253,0.20975243956455183,Medium,8.2863276324914e-06,Low Risk,0,0,Monitor
PSN-01254,0.7947664719674513,Very High,7.849258442824317e-06,Low Risk,0,1,Upsell
PSN-01255,0.012515169336389145,Low,0.9551113132308076,Critical,1,0,Retain
PSN-01256,0.04614228734252326,Low,0.0,Low Risk,0,0,Monitor
PSN-01257,0.04604358013533843,Low,1.6847480344506063e-05,Low Risk,0,0,Monitor
PSN-01258,0.32490152282566015,Medium,1.9115211258337774e-06,Low Risk,0,0,Monitor
PSN-01259,0.48908492030268425,High,3.09223990276907e-05,Low Risk,0,1,Upsell
PSN-01260,0.7719405809814696,Very High,1.9731698790122817e-05,Low Risk,0,1,Upsell
PSN-01261,0.20631362336617473,Medium,0.0,Low Risk,0,0,Monitor
PSN-01262,0.9434180373552885,Very High,1.1041274114672922e-05,Low Risk,0,1,Upsell
PSN-01263,0.18846113785240187,Medium,2.046557392163036e-05,Low Risk,0,0,Monitor
PSN-01264,0.09149092720915686,Low,9.779324542164338e-06,Low Risk,0,0,Monitor
PSN-01265,0.054548840803100296,Low,0.0,Low Risk,0,0,Monitor
PSN-01266,0.7283919368122599,Very High,2.1252886735315085e-05,Low Risk,0,1,Upsell
PSN-01267,0.16231231011345118,Medium,1.584087437157709e-05,Low Risk,0,0,Monitor
PSN-01268,0.14761480609372782,Low,1.3489188632450864e-05,Low Risk,0,0,Monitor
PSN-01269,0.41699468106429627,High,9.16345976910661e-06,Low Risk,0,1,Upsell
PSN-01270,0.6581427588603165,Very High,0.0,Low Risk,0,1,Upsell
PSN-01271,0.177855138364988,Medium,0.9999583673054308,Critical,1,0,Retain
PSN-01272,0.06091067981978615,Low,0.0,Low Risk,0,0,Monitor
PSN-01273,0.15539113155464304,Medium,8.269591404848716e-06,Low Risk,0,0,Monitor
PSN-01274,0.3492802473339829,Medium,7.4574660060958756e-06,Low Risk,0,0,Monitor
PSN-01275,0.8778680485157164,Very High,0.999894076902582,Critical,1,1,Retain + Upsell
PSN-01276,0.8358017206118518,Very High,5.610280644284791e-06,Low Risk,0,1,Upsell
PSN-01277,0.6353667201836515,High,3.954363648498243e-06,Low Risk,0,1,Upsell
PSN-01278,0.020573030936139047,Low,3.578046254536751e-05,Low Risk,0,0,Monitor
PSN-01279,0.13561979484991682,Low,1.5807343140294427e-05,Low Risk,0,0,Monitor
PSN-01280,0.18674542029510655,Medium,6.36130725196993e-06,Low Risk,0,0,Monitor
PSN-01281,0.22974214198545437,Medium,1.1159034091149032e-05,Low Risk,0,0,Monitor
PSN-01282,0.21057473664774437,Medium,0.0,Low Risk,0,0,Monitor
PSN-01283,0.17353601213038333,Medium,1.824704721669293e-05,Low Risk,0,0,Monitor
PSN-01284,0.043789669029762356,Low,3.401982470789835e-06,Low Risk,0,0,Monitor
PSN-01285,0.0986459927224613,Low,3.11667586166833e-05,Low Risk,0,0,Monitor
PSN-01286,0.16295454965309583,Medium,0.0,Low Risk,0,0,Monitor
PSN-01287,0.51992715438358,High,6.958358197964811e-06,Low Risk,0,1,Upsell
PSN-01288,0.06229908510090152,Low,1.4194862024173624e-05,Low Risk,0,0,Monitor
PSN-01289,0.4189686848368491,High,0.0,Low Risk,0,1,Upsell
PSN-01290,0.04786243047925085,Low,0.0,Low Risk,0,0,Monitor
PSN-01291,0.2880098576514374,Medium,2.1619721010950892e-05,Low Risk,0,0,Monitor
PSN-01292,0.13743541071430163,Low,6.560241016692651e-06,Low Risk,0,0,Monitor
PSN-01293,0.33941171273975324,Medium,0.999962485637634,Critical,1,0,Retain
PSN-01294,0.4588323558296294,High,1.6444259330842286e-05,Low Risk,0,1,Upsell
PSN-01295,0.1927011184292436,Medium,1.5910360361050426e-05,Low Risk,0,0,Monitor
PSN-01296,0.8284644442832307,Very High,9.13071920661565e-06,Low Risk,0,1,Upsell
PSN-01297,0.8790782766921504,Very High,1.4937899442347036e-05,Low Risk,0,1,Upsell
PSN-01298,0.02510540820146252,Low,1.2746368626650824e-06,Low Risk,0,0,Monitor
PSN-01299,0.10850103145917354,Low,0.0,Low Risk,0,0,Monitor
PSN-01300,0.347176530992996,Medium,0.0,Low Risk,0,0,Monitor
PSN-01301,0.08112405542844064,Low,8.15032494709338e-06,Low Risk,0,0,Monitor
PSN-01302,0.05285521287834374,Low,0.0,Low Risk,0,0,Monitor
PSN-01303,0.07298661691577546,Low,0.9998288297351392,Critical,1,0,Retain
PSN-01304,0.06182116822241034,Low,0.9999246326234766,Critical,1,0,Retain
PSN-01305,0.013089981886415277,Low,0.2144509769017172,Medium Risk,0,0,Monitor
PSN-01306,0.10711062544313524,Low,1.8544573292347856e-05,Low Risk,0,0,Monitor
PSN-01307,0.17461195669600543,Medium,1.547956056475782e-05,Low Risk,0,0,Monitor
PSN-01308,0.9629352161833447,Very High,8.641991003936636e-06,Low Risk,0,1,Upsell
PSN-01309,0.32349839694273325,Medium,9.774544211488765e-06,Low Risk,0,0,Monitor
PSN-01310,0.19126170341181625,Medium,8.614926993163453e-06,Low Risk,0,0,Monitor
PSN-01311,0.01500318238813526,Low,0.5777868297486876,High Risk,1,0,Retain
PSN-01312,0.23320253976789623,Medium,0.0,Low Risk,0,0,Monitor
PSN-01313,0.7716279188090491,Very High,9.868404085342706e-06,Low Risk,0,1,Upsell
PSN-01314,0.9498199710084981,Very High,3.522868118094492e-05,Low Risk,0,1,Upsell
PSN-01315,0.0558123967770868,Low,0.998538360428452,Critical,1,0,Retain
PSN-01316,0.11743218624529121,Low,1.2613732033859917e-05,Low Risk,0,0,Monitor
PSN-01317,0.9533174156217518,Very High,8.088010069155243e-06,Low Risk,0,1,Upsell
PSN-01318,0.03135242381530799,Low,0.0,Low Risk,0,0,Monitor
PSN-01319,0.013498526098792494,Low,0.8675654418525949,Critical,1,0,Retain
PSN-01320,0.04515093655735506,Low,0.999735997178702,Critical,1,0,Retain
PSN-01321,0.11207451643899642,Low,0.0,Low Risk,0,0,Monitor
PSN-01322,0.8864361734427012,Very High,1.995643323109369e-05,Low Risk,0,1,Upsell
PSN-01323,0.0415962802405336,Low,1.3971359422513894e-05,Low Risk,0,0,Monitor
PSN-01324,0.062696583461252,Low,6.988201482871504e-06,Low Risk,0,0,Monitor
PSN-01325,0.012556385252762935,Low,0.9793910594867468,Critical,1,0,Retain
PSN-01326,0.26235216189267013,Medium,0.0,Low Risk,0,0,Monitor
PSN-01327,0.22599772481652328,Medium,1.0532618400051708e-05,Low Risk,0,0,Monitor
PSN-01328,0.7628485337838893,Very High,0.0,Low Risk,0,1,Upsell
PSN-01329,0.20820136102461403,Medium,4.5004543314031995e-06,Low Risk,0,0,Monitor
PSN-01330,0.06841370634954208,Low,0.0,Low Risk,0,0,Monitor
PSN-01331,0.27947087757818306,Medium,9.941672305514474e-06,Low Risk,0,0,Monitor
PSN-01332,0.20334058254269166,Medium,0.0,Low Risk,0,0,Monitor
PSN-01333,0.1990473662309502,Medium,0.0,Low Risk,0,0,Monitor
PSN-01334,0.37750516901105774,Medium,0.0,Low Risk,0,0,Monitor
PSN-01335,0.012619998481770594,Low,0.8923988781810397,Critical,1,0,Retain
PSN-01336,0.4073471343933313,High,1.0008827906344271e-05,Low Risk,0,1,Upsell
PSN-01337,0.06602466392713098,Low,0.0,Low Risk,0,0,Monitor
PSN-01338,0.013141875380589169,Low,0.9998517021067648,Critical,1,0,Retain
PSN-01339,0.18381698801097907,Medium,1.421526274654974e-05,Low Risk,0,0,Monitor
PSN-01340,0.24662118602418398,Medium,0.0,Low Risk,0,0,Monitor
PSN-01341,0.05400654212959579,Low,1.38057078977432e-05,Low Risk,0,0,Monitor
PSN-01342,0.05013360809876975,Low,8.066023085348661e-06,Low Risk,0,0,Monitor
PSN-01343,0.08858484158809994,Low,0.0,Low Risk,0,0,Monitor
PSN-01344,0.09115154641880334,Low,0.9999798926012784,Critical,1,0,Retain
PSN-01345,0.12927941870438125,Low,0.0,Low Risk,0,0,Monitor
PSN-01346,0.1161004969168971,Low,0.0,Low Risk,0,0,Monitor
PSN-01347,0.10053689562916114,Low,5.293565295909026e-07,Low Risk,0,0,Monitor
PSN-01348,0.5047676188004807,High,0.0,Low Risk,0,1,Upsell
PSN-01349,0.6023826849475542,High,1.266372233289965e-05,Low Risk,0,1,Upsell
PSN-01350,0.018902687877132045,Low,2.6866767745284823e-05,Low Risk,0,0,Monitor
PSN-01351,0.030699794615529956,Low,0.9996923835538118,Critical,1,0,Retain
PSN-01352,0.23382531808448248,Medium,1.5943696652389604e-05,Low Risk,0,0,Monitor
PSN-01353,0.43199916619783013,High,0.0,Low Risk,0,1,Upsell
PSN-01354,0.012810960060207216,Low,0.7831059006781842,Critical,1,0,Retain
PSN-01355,0.9704410115784012,Very High,2.9748270476167895e-05,Low Risk,0,1,Upsell
PSN-01356,0.08950228199159467,Low,1.009258695100541e-05,Low Risk,0,0,Monitor
PSN-01357,0.3209569174129456,Medium,6.956233360274725e-06,Low Risk,0,0,Monitor
PSN-01358,0.027193531666230848,Low,0.0,Low Risk,0,0,Monitor
PSN-01359,0.19592351068972147,Medium,0.0,Low Risk,0,0,Monitor
PSN-01360,0.20032330212568536,Medium,1.919584315112417e-05,Low Risk,0,0,Monitor
PSN-01361,0.13719715588021447,Low,2.768324630865966e-05,Low Risk,0,0,Monitor
PSN-01362,0.10532121028701444,Low,0.0,Low Risk,0,0,Monitor
PSN-01363,0.6876767014127172,Very High,9.773973803670076e-06,Low Risk,0,1,Upsell
PSN-01364,0.2844254753092159,Medium,6.677402572640531e-06,Low Risk,0,0,Monitor
PSN-01365,0.06803611483558636,Low,0.9999216798922876,Critical,1,0,Retain
PSN-01366,0.9548836501156359,Very High,7.231228471768556e-06,Low Risk,0,1,Upsell
PSN-01367,0.7197594254264665,Very High,9.589183072888191e-06,Low Risk,0,1,Upsell
PSN-01368,0.7529052199777067,Very High,1.91650286791838e-05,Low Risk,0,1,Upsell
PSN-01369,0.20617948014983759,Medium,0.0,Low Risk,0,0,Monitor
PSN-01370,0.3077604390423533,Medium,0.0,Low Risk,0,0,Monitor
PSN-01371,0.1374718875285141,Low,0.0,Low Risk,0,0,Monitor
PSN-01372,0.49813095777302846,High,3.2518937720371505e-06,Low Risk,0,1,Upsell
PSN-01373,0.024825385650498268,Low,5.1780228097033e-06,Low Risk,0,0,Monitor
PSN-01374,0.10656188070607149,Low,9.265030161559663e-06,Low Risk,0,0,Monitor
PSN-01375,0.6841485213441443,Very High,0.0,Low Risk,0,1,Upsell
PSN-01376,0.3980316844509191,Medium,0.0,Low Risk,0,0,Monitor
PSN-01377,0.014209415616374465,Low,0.0,Low Risk,0,0,Monitor
PSN-01378,0.1627218320391799,Medium,5.653348979763744e-06,Low Risk,0,0,Monitor
PSN-01379,0.03483613624304474,Low,1.5109092378302863e-05,Low Risk,0,0,Monitor
PSN-01380,0.1832797725697482,Medium,1.8583635781952508e-05,Low Risk,0,0,Monitor
PSN-01381,0.32297036334175344,Medium,7.707465030572944e-06,Low Risk,0,0,Monitor
PSN-01382,0.19481288018902368,Medium,5.097777131441831e-06,Low Risk,0,0,Monitor
PSN-01383,0.13406204861887736,Low,0.0,Low Risk,0,0,Monitor
PSN-01384,0.11539170883424674,Low,0.0,Low Risk,0,0,Monitor
PSN-01385,0.8752272915538445,Very High,8.381742068543911e-06,Low Risk,0,1,Upsell
PSN-01386,0.0293145094018703,Low,0.0,Low Risk,0,0,Monitor
PSN-01387,0.7943485313401215,Very High,1.4768649362798166e-05,Low Risk,0,1,Upsell
PSN-01388,0.023539242785411387,Low,0.0,Low Risk,0,0,Monitor
PSN-01389,0.9715315709952423,Very High,1.6129348975297767e-05,Low Risk,0,1,Upsell
PSN-01390,0.20802856009084622,Medium,0.0,Low Risk,0,0,Monitor
PSN-01391,0.03852849402734801,Low,4.061120649725462e-05,Low Risk,0,0,Monitor
PSN-01392,0.6543147180265151,Very High,0.0,Low Risk,0,1,Upsell
PSN-01393,0.40457120754336096,High,1.5500243733761087e-05,Low Risk,0,1,Upsell
PSN-01394,0.011429702250277438,Low,0.2227302124331555,Medium Risk,0,0,Monitor
PSN-01395,0.6694562857852552,Very High,2.8015649482440223e-05,Low Risk,0,1,Upsell
PSN-01396,0.13786776231085535,Low,1.2632374245325926e-05,Low Risk,0,0,Monitor
PSN-01397,0.011772475138153634,Low,0.9997549860587008,Critical,1,0,Retain
PSN-01398,0.2006596685059289,Medium,1.5565822372928484e-05,Low Risk,0,0,Monitor
PSN-01399,0.19903966710489174,Medium,0.9998140081198614,Critical,1,0,Retain
PSN-01400,0.058718595588436874,Low,2.000083303612878e-05,Low Risk,0,0,Monitor
PSN-01401,0.802009950489392,Very High,7.157311990507895e-06,Low Risk,0,1,Upsell
PSN-01402,0.0857647635227554,Low,1.9362472146144547e-05,Low Risk,0,0,Monitor
PSN-01403,0.8969052324975961,Very High,0.0,Low Risk,0,1,Upsell
PSN-01404,0.6047315928180546,High,7.498624296500629e-06,Low Risk,0,1,Upsell
PSN-01405,0.46260221262782836,High,7.682191094314768e-06,Low Risk,0,1,Upsell
PSN-01406,0.6088789411156785,High,2.7095440786320473e-05,Low Risk,0,1,Upsell
PSN-01407,0.4975732634250592,High,1.0714028630319098e-05,Low Risk,0,1,Upsell
PSN-01408,0.01491984879873848,Low,0.97103421788168,Critical,1,0,Retain
PSN-01409,0.01429783245369225,Low,0.966019147628304,Critical,1,0,Retain
PSN-01410,0.01496632398001394,Low,0.0,Low Risk,0,0,Monitor
PSN-01411,0.08799499166681231,Low,2.002368485562307e-05,Low Risk,0,0,Monitor
PSN-01412,0.02801709000462526,Low,0.0211034192568783,Low Risk,0,0,Monitor
PSN-01413,0.22139557583362152,Medium,1.6163653892480053e-05,Low Risk,0,0,Monitor
PSN-01414,0.8111946993052671,Very High,5.671714167957664e-06,Low Risk,0,1,Upsell
PSN-01415,0.024896465843320104,Low,0.0,Low Risk,0,0,Monitor
PSN-01416,0.07557714230982765,Low,1.435352501136898e-05,Low Risk,0,0,Monitor
PSN-01417,0.533772494483562,High,1.1209976819179069e-05,Low Risk,0,1,Upsell
PSN-01418,0.012405866709401405,Low,0.0,Low Risk,0,0,Monitor
PSN-01419,0.38308074791480423,Medium,0.0,Low Risk,0,0,Monitor
PSN-01420,0.06197972233133312,Low,0.0,Low Risk,0,0,Monitor
PSN-01421,0.1217713572206837,Low,0.0,Low Risk,0,0,Monitor
PSN-01422,0.3431256845415313,Medium,1.5690110087527433e-05,Low Risk,0,0,Monitor
PSN-01423,0.17571628629758573,Medium,0.0,Low Risk,0,0,Monitor
PSN-01424,0.06764404723143777,Low,9.748094605784032e-07,Low Risk,0,0,Monitor
PSN-01425,0.012919017638222298,Low,0.9113124403782245,Critical,1,0,Retain
PSN-01426,0.5889247357211574,High,1.066737497168556e-05,Low Risk,0,1,Upsell
PSN-01427,0.9871654375825707,Very High,2.072081171910139e-05,Low Risk,0,1,Upsell
PSN-01428,0.10939653223030735,Low,0.0,Low Risk,0,0,Monitor
PSN-01429,0.19121821192773827,Medium,9.787510945517254e-06,Low Risk,0,0,Monitor
PSN-01430,0.051258960547480345,Low,1.2074121843042542e-05,Low Risk,0,0,Monitor
PSN-01431,0.13177324806551424,Low,3.3175884797007953e-06,Low Risk,0,0,Monitor
PSN-01432,0.9813292846374311,Very High,8.971869616676413e-06,Low Risk,0,1,Upsell
PSN-01433,0.6503185868384448,Very High,8.854098494426575e-06,Low Risk,0,1,Upsell
PSN-01434,0.8815364568789686,Very High,7.286449951343526e-06,Low Risk,0,1,Upsell
PSN-01435,0.12830544278880693,Low,1.5801834227481e-05,Low Risk,0,0,Monitor
PSN-01436,0.35741306853319044,Medium,5.480742501468982e-06,Low Risk,0,0,Monitor
PSN-01437,0.14423590547084383,Low,1.185761090442859e-05,Low Risk,0,0,Monitor
PSN-01438,0.12193437832200041,Low,7.706663736370958e-06,Low Risk,0,0,Monitor
PSN-01439,0.4270954356842741,High,1.044404747551249e-05,Low Risk,0,1,Upsell
PSN-01440,0.5047611547014176,High,9.737820482064904e-06,Low Risk,0,1,Upsell
PSN-01441,0.9673286468768408,Very High,1.3126651801420376e-05,Low Risk,0,1,Upsell
PSN-01442,0.5536575098489142,High,4.966430086525727e-06,Low Risk,0,1,Upsell
PSN-01443,0.9678084369411503,Very High,8.262917870313156e-06,Low Risk,0,1,Upsell
PSN-01444,0.5957399003415677,High,3.1419406541941525e-06,Low Risk,0,1,Upsell
PSN-01445,0.11643433602663504,Low,2.5012349648835852e-05,Low Risk,0,0,Monitor
PSN-01446,0.012405866709401405,Low,0.948597073346442,Critical,1,0,Retain
PSN-01447,0.013514501879933204,Low,0.8219554758961012,Critical,1,0,Retain
PSN-01448,0.011429702250277438,Low,0.9700298729124498,Critical,1,0,Retain
PSN-01449,0.7597419935089085,Very High,0.0,Low Risk,0,1,Upsell
PSN-01450,0.04093368373207037,Low,1.9893393260981672e-05,Low Risk,0,0,Monitor
PSN-01451,0.02723916282152681,Low,0.999839637168646,Critical,1,0,Retain
PSN-01452,0.011739753484053988,Low,0.2442587580655216,Medium Risk,0,0,Monitor
PSN-01453,0.1757118862369237,Medium,1.445844844645083e-05,Low Risk,0,0,Monitor
PSN-01454,0.353713136154044,Medium,0.0,Low Risk,0,0,Monitor
PSN-01455,0.6693242662240994,Very High,8.763090475291024e-06,Low Risk,0,1,Upsell
PSN-01456,0.8465131017440043,Very High,3.0602712895891756e-05,Low Risk,0,1,Upsell
PSN-01457,0.17109599869975584,Medium,0.0,Low Risk,0,0,Monitor
PSN-01458,0.12075927109272767,Low,0.9999844160308112,Critical,1,0,Retain
PSN-01459,0.0975571654632932,Low,9.491142672382729e-06,Low Risk,0,0,Monitor
PSN-01460,0.05680213772787617,Low,1.6281932631544057e-05,Low Risk,0,0,Monitor
PSN-01461,0.19056607470819484,Medium,3.153703393589624e-05,Low Risk,0,0,Monitor
PSN-01462,0.2873032659269115,Medium,1.0206390197977934e-05,Low Risk,0,0,Monitor
PSN-01463,0.40844642670125875,High,8.556935152307507e-06,Low Risk,0,1,Upsell
PSN-01464,0.1505527478175665,Medium,2.7571115379155273e-05,Low Risk,0,0,Monitor
PSN-01465,0.1031641456720035,Low,1.5852515092582587e-05,Low Risk,0,0,Monitor
PSN-01466,0.2046843583022651,Medium,0.0,Low Risk,0,0,Monitor
PSN-01467,0.9152846603331319,Very High,1.984259521249724e-05,Low Risk,0,1,Upsell
PSN-01468,0.03582861240876345,Low,0.0,Low Risk,0,0,Monitor
PSN-01469,0.858540132361687,Very High,1.3503966450656236e-05,Low Risk,0,1,Upsell
PSN-01470,0.16805185103618034,Medium,8.200917595764179e-06,Low Risk,0,0,Monitor
PSN-01471,0.40975774103218443,High,1.4816965302155351e-05,Low Risk,0,1,Upsell
PSN-01472,0.5508308810555147,High,1.0800209493902813e-05,Low Risk,0,1,Upsell
PSN-01473,0.1266964297719367,Low,0.0,Low Risk,0,0,Monitor
